Title,Category,Description,Specifications,SKU,Original Price,Sale Price,Availability,URL,Images_URL,Gender
Sekonda Circuit Chronograph Men’s Watch | Gold Alloy Case & Stainless Steel Bracelet with Black Dial | 30203,CHRONOGRAPH,"The watch has a round, ion-plated gold alloy case with a fixed black bezel with tachymeter markings and a black sunray dial. Fastened with an ion-plated gold stainless steel bracelet, features include 1 second chronograph timing up to 60 minutes, a date display, luminous filled batons and hour markers and up to 50 metres water resistance.","Model 30203
Round, ion-plated gold alloy case 
Black fixed bezel 
Tachymeter markings 
Black sunray dial 
1 second chronograph timing up to 60 minutes 
Date display 
Luminous batons and hour markers 
50 metres water resistance 
Ion-plated gold stainless steel bracelet 
Minimum strap length: 150mm 
Maximum strap length: 208mm 
Strap width: 22mm 
2 year guarantee",30203,84.99,,in_stock,https://www.sekonda.com/p/sekonda-circuit-chronograph-men-s-watch-gold-alloy-case-stainless-steel-bracelet-with-black-dial-30203,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30203_front.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30203_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30203_close_up.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30203_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30203_macro.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30203_back.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30203_right.jpg, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_101.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30203_front.png",Mens
Men's Circuit Chronograph,CHRONOGRAPH,,,sekondaw Men's Circuit Chronograph,74.99,,in_stock,https://www.sekonda.com/p/men-circuit-chronograph,,Ladies
Sekonda Ladies Watch | Gold Case & Leather Upper Strap with Champagne Dial | 40076,ELEGANCE,This timepiece features an eye-catching ionic plated gold coloured stone set case housing a gold coloured sunray dial. The watched is fastened with a modern brown PU strap.,"Model 40076
Round alloy case
Champagne dial
Brown leather upper strap
 Minimum strap length - 145mm 
 
 Maximum strap length - 185mm 
 
 2 year guarantee",40076,44.99,21.99,in_stock,https://www.sekonda.com/p/sekonda-womens-classic-brown-strap-watch,"https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_40076_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/sekonda_40076_left_side.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_40076_FRONT_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/sekonda_40076_back.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_40076_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_112.jpg",Ladies
Sekonda Easy Reader Ladies Watch | Gold Case & Stainless Steel Expander with White Dial | 4474,CLASSIC,This timepiece features a round gold plated case enclosing a white dial with Arabic figures. The watch is fastened with a gold plated stainless steel expander bracelet.,"Model 4474
Round alloy case
White dial
Gold stainless steel expanding bracelet
 Closed Bracelet Expander: 150mm 
2 year guarantee",4474,39.99,,in_stock,https://www.sekonda.com/p/sekonda-womens-classic-bracelet-watch-450,"https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_4474_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_4474_LEFT-SIDE.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_4474_FRONT_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_4474_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_4474_BACK_BUCKLE.jpg, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_3_11.jpg",Ladies
Sekonda Easy Reader Ladies Watch | Gold Case & Leather Strap with White Dial | 4701,CLASSIC,The timepiece features a round gold plated case housing a white dial. The watch is fastened with a brown leather strap that is comfortable on the wrist.,"Model 4701
Round alloy case
White dial
Dark Brown leather strap
 Minimum strap length - 145mm 
 
 Maximum strap length - 185mm 
 
 2 year guarantee",4701,34.99,,in_stock,https://www.sekonda.com/p/sekonda-womens-classic-leather-strap-watch-456,"https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_4701_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/sekonda_4701_left_side.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_4701_FRONT_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/sekonda_4701_back.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_4701_FRONT copy.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_8_24.jpg",Ladies
Sekonda Minimal Ladies Watch | Black Alloy Case & Leather Strap with Black Dial | 40606,MODERN,"The watch has a round, ion-plated black alloy case with a black dial. The watch is fastened with an interchangeable, black leather upper strap with quick release spring bars.","Model 40606
 
 Round, ion-plated black alloy case 
 
 Black dial 
 
 Interchangeable black leather upper strap 
 
 Quick release spring bars 
 
 Min strap length: 140mm 
 
 Max strap length: 190mm 
 
 2 year guarantee",40606,44.99,,in_stock,https://www.sekonda.com/p/sekonda-minimal-watch-black-alloy-case-leather-strap-with-black-dial-40606,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40606_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40606_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40606_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40606_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40606_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40606_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_8_34.jpg",Ladies
Sekonda Minimal Ladies Watch | Silver Alloy Case & Pink Leather Strap with Pink Dial | 40607,MODERN,"The watch has a round, ion-plated silver alloy case with a pink dial. The watch is fastened with an interchangeable, pink leather upper strap with quick release spring bars.","Model 40607
 
 Round, ion-plated silver alloy case 
 
 Pink dial 
 
 Interchangeable pink leather upper strap 
 
 Quick release spring bars 
 
 Min strap length: 142mm 
 
 Max strap length: 190mm 
 
 2 year guarantee",40607,44.99,,in_stock,https://www.sekonda.com/p/sekonda-minimal-watch-silver-alloy-case-pink-leather-strap-with-pink-dial-40607,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40607_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40607_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40607_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40607_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40607_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40607_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_44.jpg",Ladies
Sekonda Minimal Ladies Watch | Silver Alloy Case & Green Leather Strap with Green Dial | 40608,MODERN,"The watch has a round, ion-plated silver alloy case with a pale green dial. The watch is fastened with an interchangeable, pale green leather upper strap with quick release spring bars.","Model 40608
 
 Round, ion-plated silver alloy case 
 
 Pale green dial 
 
 Interchangeable pale green leather upper strap 
 
 Quick release spring bars 
 
 Min strap length: 140mm 
 
 Max strap length: 190mm 
 
 2 year guarantee",40608,44.99,,in_stock,https://www.sekonda.com/p/sekonda-minimal-watch-silver-alloy-case-green-leather-strap-with-green-dial-40608,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40608_front.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40608_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40608_close_up.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40608_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40608_back.jpg, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_8_37.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40608_front.png",Ladies
Sekonda Minimal Ladies Watch | Silver Alloy Case & Blue Leather Strap with Blue Dial | 40609,MODERN,"The watch has a round, ion-plated silver alloy case with a light blue dial. The watch is fastened with an interchangeable, light blue leather upper strap with quick release spring bars.","Model 40609
 
 Round, ion-plated silver alloy case 
 
 Light blue dial 
 
 Interchangeable light blue leather upper strap 
 
 Quick release spring bars 
 
 Min strap length: 142mm 
 
 Max strap length: 191mm 
 
 2 year guarantee",40609,44.99,,in_stock,https://www.sekonda.com/p/sekonda-minimal-watch-silver-alloy-case-blue-leather-strap-with-blue-dial-40609,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40609_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40609_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40609_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40609_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40609_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40609_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_5_6.jpg",Ladies
Sekonda SS23 Minimal watches,MINIMAL,,,sekondaw Minimal watches,44.99,,in_stock,https://www.sekonda.com/p/unisex-ss23-minimal-watches,,
Sekonda Easy Reader Ladies Watch | Silver Case & Stainless Steel Bracelet with White Dial | 2638,CLASSIC,This classic women’s bracelet watch features a silver coloured ionic plated case fastened to a stainless steel expander bracelet. The case encloses a clean matte white dial with black full figures.,"Model 2638
Round alloy case
White dial
Silver stainless steel expanding bracelet
 Closed Bracelet Expander: 150mm 
2 year guarantee",2638,34.99,,in_stock,https://www.sekonda.com/p/sekonda-womens-classic-stainless-steel-expander-watch,"https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_2638_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/sekonda_2638_left.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/sekonda_2638_back.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_2638_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_20.jpg",Ladies
Sekonda Classic Ladies Watch | Two Tone Case & Stainless Steel Bracelet with Silver White Dial | 2462,CLASSIC,The timepiece features a round two-tone silver coloured and gold plated case enclosing a silver-white dial and a date display. The watch is effortlessly fastened with a contemporary two-tone gold plated stainless steel bracelet and has water resistance to 50 metres.,"Model 2462
Round alloy case
Silver White dial
Two Tone stainless steel bracelet
 Minimum length of bracelet: 133mm 
 Maximum length of bracelet: 190mm 
Water resistant to 50 Metres
2 year guarantee",2462,59.99,,in_stock,https://www.sekonda.com/p/sekonda-womens-two-tone-classic-watch,"https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_2462_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_2462_LEFT_SIDE.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_2462_FRONT_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_2462_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_2462_BACK_BUCKLE.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_2462_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_23.jpg",Ladies
Sekonda Easy Reader Ladies Watch | Rose Gold Case & Stainless Steel Bracelet with White Dial | 2639,CLASSIC,This timepiece features a rose gold plated case showcasing a matte white dial with full figures. The watch is finished with a slimline rose gold plated stainless steel expander bracelet.,"Model 2639
Round alloy case
White dial
Rose Gold stainless steel expanding bracelet
 Closed Bracelet Expander: 150mm 
2 year guarantee",2639,44.99,,in_stock,https://www.sekonda.com/p/sekonda-womens-classic-rose-gold-plated-expander-watch,"https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_2639_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/sekonda_2639_left.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_2639_FRONT_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/sekonda_2639_back.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_2639_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_27.jpg",Ladies
Sekonda Pacific Wave Chronograph Men's Watch | Silver Stainless Steel Case & Bracelet with Green Dial | 30115,DIVE,"This chronograph watch has a round, stainless steel case with a rotating green and yellow bezel and a green sunray dial with an etched wave pattern. The watch is fastened with a stainless steel bracelet. Features include 1 second chronograph timing up to 60 minutes, a date display and is water resistant up to 200 metres.","Model 30115
 
 Round stainless steel case 
 
 Green and yellow rotating bezel 
 
 Green dial with etched wave pattern 
 
 1 second chronograph timing up to 60 minutes 
 
 Date display 
 
 Stainless steel bracelet 
 
 Min bracelet length: 176mm 
 
 Max bracelet length: 232mm 
 
 200 metres water resistance 
 
 2 year guarantee",30115,109.99,,in_stock,https://www.sekonda.com/p/sekonda-pacific-wave-men-s-chronograph-watch-silver-stainless-steel-case-bracelet-with-green-dial-30115,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30115_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30115_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30115_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30115_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30115_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30115_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_2_4.jpg",Mens
Sekonda Pacific Wave Chronograph Men's Watch | Silver Stainless Steel Case & Bracelet with Black Dial | 30116,DIVE,"This chronograph watch has a round, stainless steel case with a rotating black and blue bezel and a black sunray dial with an etched wave pattern. The watch is fastened with a stainless steel bracelet. Features include 1 second chronograph timing up to 60 minutes, a date display and is water resistant up to 200 metres.","Model 30116
 
 Round stainless steel case 
 
 Black and blue rotating bezel 
 
 Black dial with etched wave pattern 
 
 1 second chronograph timing up to 60 minutes 
 
 Date display 
 
 Stainless steel bracelet 
 
 Min bracelet length: 176mm 
 
 Max bracelet length: 232mm 
 
 200 metres water resistance 
 
 2 year guarantee",30116,109.99,,in_stock,https://www.sekonda.com/p/sekonda-pacific-wave-men-s-chronograph-watch-silver-stainless-steel-case-bracelet-with-black-dial-30116,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30116_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30116_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30116_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30116_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30116_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30116_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_69.jpg",Mens
Sekonda Pacific Wave Chronograph Men's Watch | Black Stainless Steel Case & Bracelet with Black Dial | 30117,DIVE,"This chronograph watch has a round, ion-plated black stainless steel case with a rotating black bezel and a black sunray dial with an etched wave pattern. The watch is fastened with an ion-plated black stainless steel bracelet. Features include 1 second chronograph timing up to 60 minutes, a date display and is water resistant up to 200 metres.","Model 30117
 
 Round, ion-plated black stainless steel case 
 
 Black rotating bezel 
 
 Black dial with etched wave pattern 
 
 1 second chronograph timing up to 60 minutes 
 
 Date display 
 
 Ion-plated black stainless steel bracelet 
 
 Min bracelet length: 176mm 
 
 Max bracelet length: 232mm 
 
 200 metres water resistance 
 
 2 year guarantee",30117,119.99,79.99,in_stock,https://www.sekonda.com/p/sekonda-pacific-wave-men-s-chronograph-watch-black-stainless-steel-case-bracelet-with-black-dial-30117,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30117_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30117_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30117_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30117_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30117_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30117_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_33.jpg",Mens
Sekonda Mens SS23 Dive Pacific wave Stainless Steel Watches,DIVE,,,sekondaw mens pacific wave stainless steel watches,119.99,79.99,in_stock,https://www.sekonda.com/p/mens-dive-pacific-wave-rubber-strap-watches-1,,
Sekonda Pacific Wave Chronograph Men's Watch | Silver Stainless Steel Case & Black Silicone Strap with Blue Dial | 30114,DIVE,"This chronograph watch has a round, stainless steel case with a rotating blue and red bezel and a blue sunray dial with an etched wave pattern. The watch is fastened with a black silicone strap. Features include 1 second chronograph timing up to 60 minutes, a date display and is water resistant up to 200 metres.","Model 30114
 Round stainless steel case 
 Blue dial with etched wave pattern 
 1 second chronograph timing up to 60 minutes 
 Date display 
 Black silicone strap 
 Min strap length: 176mm 
 Max strap length: 232mm 
 200 metres water resistance 
 2 year guarantee",30114,99.99,,in_stock,https://www.sekonda.com/p/sekonda-pacific-wave-men-s-chronograph-watch-silver-stainless-steel-case-black-silicone-strap-with-blue-dial-30114,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30114_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30114_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30114_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30114_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30114_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30114_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_8_21.jpg",Mens
Sekonda Mens SS23 Dive Pacific wave Rubber Strap Watches,DIVE,,,sekondaw mens pacific wave rubber strap watches,99.99,,in_stock,https://www.sekonda.com/p/mens-dive-pacific-wave-rubber-strap-watches,,
Sekonda Racer Chronograph Men's Watch | Two Tone Alloy Case & Brown Leather Strap with Champagne Dial | 30110,SPORTS,"This chronograph watch has a round, two tone ion-plated gold and silver alloy case with a champagne dial. The watch is fastened with a brown, croco grain leather strap. Features include 1 second chronograph timing up to 60 minutes, tachymeter markings, a date display and up to 50 metres water resistance.","Model 30110
 Two tone, ion-plated silver and gold alloy case 
 1 second chronograph timing up to 60 minutes 
 Champagne dial 
 Tachymeter markings 
 Date display 
 Croco grain, brown leather strap 
 Min strap length: 176mm 
 Max strap length: 232mm 
 50 metres water resistance 
 2 year guarantee",30110,99.99,,in_stock,https://www.sekonda.com/p/sekonda-racer-men-s-chronograph-watch-two-tone-alloy-case-brown-leather-strap-with-champagne-dial-30110,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30110_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30110_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30110_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30110_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30110_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30110_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_23.jpg",Mens
Sekonda Racer Chronograph Men's Watch | Black Alloy Case & Leather Strap with Black Dial | 30113,SPORTS,"This chronograph watch has a round, ion-plated black alloy case with a black dial. The watch is fastened with a black, croco grain leather strap. Features include 1 second chronograph timing up to 60 minutes, tachymeter markings, a date display and up to 50 metres water resistance.","Model 30113
 Ion-plated black alloy case 
 1 second chronograph timing up to 60 minutes 
 Black dial 
 Tachymeter markings 
 Date display 
 Croco grain, black leather strap 
 Min strap length: 176mm 
 Max strap length: 232mm 
 50 metres water resistance 
 2 year guarantee",30113,94.99,54.99,in_stock,https://www.sekonda.com/p/sekonda-racer-men-s-chronograph-watch-black-alloy-case-leather-strap-with-black-dial-30113,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30113_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30113_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30113_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30113_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30113_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30113_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_3_18.jpg",Mens
Sekonda Men's SS23 Sports Racer Leather watches,CHRONOGRAPH,,,sekondaw mens ss23 racer leather watches,94.99,54.99,in_stock,https://www.sekonda.com/p/men-ss23-sports-racer-leather-watches,,
Sekonda Men’s Watch | Black Case & Blue Nylon Strap with Blue Dial | 1680,SPORTS,"This watch features a round, black ion-plated alloy case with a blue dial and a blue fixed bezel. The watch fastens with a blue nylon strap with white stitching and features include a 24 hour read out, a day/date display and up to 50 metres water resistance.","Model 1680 
Round, black ion-plated alloy case 
 Blue dial 
 Blue nylon strap 
 Blue fixed bezel 
24 hour read out 
 Day/date display 
 Up to 50 metres water resistance 
 2 year guarantee",1680,69.99,32.99,in_stock,https://www.sekonda.com/p/sekonda-men-s-watch-black-case-blue-nylon-strap-with-blue-dial-1680,"https://www.sekonda.com/static/media/catalog/product/1/6/1680.jpg, https://www.sekonda.com/static/media/catalog/product/1/6/1680.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_42.jpg",Mens
Sekonda Airborne Men's Chronograph Watch | Silver Case & Blue Leather Strap with Blue Dial | 30027,PILOT,"This watch has a cushion shaped, silver ion-plated alloy case with a blue dial. Fastened with an interchangeable blue leather strap, features include 1 second chronograph timing up to 1 hour, a date display and up to 50 metres water resistance.","Model 30027
Cushion shaped, silver ion plated alloy case
Blue dial
Quick release, interchangeable blue leather strap
 1 second chronograph timing up to 1 hour 
 A date display 
 50 metres water resistance 
 Minimum strap length - 165mm 
 
 Maximum strap length - 205mm 
2 year guarantee",30027,89.99,,in_stock,https://www.sekonda.com/p/sekonda-airborne-men-s-chronograph-watch-silver-case-blue-leather-strap-with-blue-dial-30027,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30027_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30027_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30027_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30027_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30027_lifestyle_09.2024_1_.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30027_RIGHT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30027_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30027_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_3_38.jpg",Mens
Sekonda Airborne Men's Chronograph Watch | Silver Case & Black Leather Strap with Black Dial | 30028,PILOT,"This watch has a cushion shaped, silver plated alloy case with a black dial. Fastened with an interchangeable black leather strap, features include 1 second chronograph timing up to 1 hour, a date display and up to 50 metres water resistance.","Model 30028
Cushion shaped, silver ion plated alloy case
Black dial
Quick release, interchangeable black leather strap
 1 second chronograph timing up to 1 hour 
 A date display 
 50 metres water resistance 
 Minimum strap length - 165mm 
 
 Maximum strap length - 205mm 
2 year guarantee",30028,89.99,44.99,in_stock,https://www.sekonda.com/p/sekonda-airborne-men-s-watch-silver-case-black-leather-strap-with-black-dial-30028,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30028_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30028_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30028_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30028_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30028_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_8_3.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30028_FRONT.png",Mens
Sekonda Airborne Men's Chronograph Watch | Silver Case & Brown Leather Strap with Green Dial | 30029,PILOT,"This watch has a cushion shaped, silver plated alloy case with a green dial. Fastened with an interchangeable brown leather strap, features include 1 second chronograph timing up to 1 hour, a date display and up to 50 metres water resistance.","Model 30029
Cushion shaped, silver ion plated alloy case
Green dial
Quick release, interchangeable brown leather strap
 1 second chronograph timing up to 1 hour 
 A date display 
 50 metres water resistance 
 Minimum strap length - 165mm 
 
 Maximum strap length - 205mm 
2 year guarantee",30029,89.99,35.99,in_stock,https://www.sekonda.com/p/sekonda-airborne-men-s-watch-silver-case-brown-leather-strap-with-green-dial-30029,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30029_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30029_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30029_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30029_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30029_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_33.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30029_FRONT.png",Mens
Men's Airborne Chronograph Leather Watch,PILOT,,,sekondaw-airborne-chrono-leather,89.99,35.99,in_stock,https://www.sekonda.com/p/sekondaw-airborne-chrono-leather,,
